學年度,洲別,國別,學位生_正式修讀學位外國生[人],學位生_僑生(含港澳)[人],學位生_正式修讀學位陸生[人],非學位生_外國交換生[人],非學位生_外國短期研習及個人選讀[人],非學位生_大專附設華語文中心學生[人],非學位生_大陸研修生[人],非學位生_海青班[人],境外專班[人]
105,美洲,巴拉圭,74,36,0,0,0,82,0,0,0
105,美洲,巴拿馬,102,2,0,0,0,87,0,0,0
105,美洲,貝里斯,111,23,0,0,0,48,0,2,0
105,美洲,薩爾瓦多,90,2,0,0,0,72,0,0,0
105,美洲,尼加拉瓜,94,9,0,0,0,55,0,0,0
105,美洲,海地,98,0,0,0,0,54,0,0,0
105,美洲,瓜地馬拉,64,3,0,0,1,56,0,0,0
105,美洲,聖露西亞,69,0,0,0,0,40,0,0,0
105,美洲,聖文森,48,0,0,0,0,40,0,0,0
105,美洲,厄瓜多,38,18,0,3,0,25,0,0,0
105,美洲,多明尼加,33,15,0,0,0,31,0,0,0
105,美洲,聖克里斯多福,49,0,0,0,0,28,0,0,0
105,美洲,秘魯,22,2,0,1,1,38,0,0,0
105,美洲,阿根廷,6,18,0,0,2,32,0,0,0
105,美洲,哥倫比亞,24,0,0,1,1,27,0,0,0
105,美洲,智利,8,3,0,1,1,20,0,0,0
105,美洲,哥斯大黎加,3,7,0,1,0,12,0,0,0
105,美洲,委內瑞拉,1,7,0,0,0,11,0,0,0
105,美洲,玻利維亞,3,6,0,0,0,3,0,0,0
105,美洲,烏拉圭,3,0,0,0,0,4,0,0,0
105,美洲,牙買加,1,0,0,0,0,3,0,0,0
105,美洲,千里達,0,0,0,0,1,2,0,0,0
105,美洲,巴哈馬,0,0,0,0,0,2,0,0,0
105,美洲,巴貝多,2,0,0,0,0,0,0,0,0
105,美洲,蓋亞那,2,0,0,0,0,0,0,0,0
105,美洲,古巴,0,0,0,0,0,1,0,0,0
105,美洲,多米尼克,0,1,0,0,0,0,0,0,0
105,美洲,蘇利南,0,0,0,1,0,0,0,0,0
106,亞洲,大陸地區,0,0,9462,0,0,18,25824,0,0
106,亞洲,馬來西亞,5449,7984,0,84,1255,338,0,2309,202
106,亞洲,香港,0,8329,0,120,138,41,0,0,0
106,亞洲,日本,1183,157,0,593,1480,5000,0,0,0
106,亞洲,越南,3884,581,0,126,878,2541,0,22,525
106,亞洲,印尼,2662,1401,0,203,902,1959,0,121,0
106,亞洲,澳門,0,5116,0,17,3,1,0,0,0
106,亞洲,南韓,747,170,0,635,354,2658,0,1,0
106,亞洲,泰國,635,212,0,233,870,884,0,2,13
106,亞洲,印度,1034,0,0,42,612,384,0,0,0
106,亞洲,蒙古,945,0,0,13,5,439,0,0,0
106,亞洲,菲律賓,236,36,0,34,466,404,0,0,19
106,亞洲,緬甸,73,524,0,2,159,15,0,53,6
106,亞洲,新加坡,102,91,0,164,197,54,0,0,10
106,亞洲,俄羅斯,134,1,0,39,11,247,0,0,0
106,亞洲,土耳其,65,0,0,16,2,106,0,0,0
106,亞洲,柬埔寨,13,0,0,0,103,9,0,0,0
106,亞洲,尼泊爾,70,0,0,2,5,17,0,0,0
106,亞洲,巴基斯坦,66,0,0,0,5,21,0,0,0
106,亞洲,斯里蘭卡,83,2,0,0,2,1,0,0,0
106,亞洲,伊朗,46,0,0,0,5,23,0,0,0
106,亞洲,以色列,10,0,0,9,6,41,0,0,0
106,亞洲,約旦,31,4,0,0,1,21,0,0,0
106,亞洲,寮國,21,2,0,0,0,18,0,0,0
106,亞洲,汶萊,5,12,0,0,14,0,0,8,0
106,亞洲,孟加拉,22,0,0,0,2,1,0,0,0
106,亞洲,吉爾吉斯,15,0,0,0,0,6,0,0,0
106,亞洲,伊拉克,9,0,0,0,2,5,0,0,0
106,亞洲,哈薩克,8,0,0,0,1,6,0,0,0
106,亞洲,不丹,1,0,0,0,0,13,0,0,0
106,亞洲,烏茲別克,6,0,0,0,0,7,0,0,0
106,亞洲,葉門,4,3,0,0,0,3,0,0,0
106,亞洲,巴勒斯坦,4,0,0,0,0,5,0,0,0
106,亞洲,沙烏地阿拉伯,0,1,0,1,2,3,0,0,0
106,亞洲,土庫曼,5,0,0,0,0,1,0,0,0
106,亞洲,塔吉克,5,0,0,0,0,0,0,0,0
106,亞洲,阿拉伯聯合大公國,0,2,0,0,0,2,0,0,0
106,亞洲,亞美尼亞,1,0,0,0,1,2,0,0,0
106,亞洲,賽普勒斯,0,0,0,0,0,3,0,0,0
106,亞洲,科威特,0,1,0,0,1,0,0,0,0
106,亞洲,敘利亞,2,0,0,0,0,0,0,0,0
106,亞洲,馬爾地夫,0,0,0,0,1,0,0,0,0
106,亞洲,亞塞拜然,1,0,0,0,0,0,0,0,0
106,亞洲,摩爾多瓦,1,0,0,0,0,0,0,0,0
106,大洋洲,澳大利亞,31,10,0,27,101,294,0,0,0
106,大洋洲,紐西蘭,7,19,0,4,10,141,0,0,0
106,大洋洲,索羅門群島,79,0,0,0,0,37,0,0,0
106,大洋洲,吉里巴斯,51,0,0,0,0,33,0,0,0
106,大洋洲,帛琉,35,0,0,0,0,24,0,0,0
106,大洋洲,馬紹爾群島共和國,26,0,0,0,0,31,0,0,0
106,大洋洲,吐瓦魯,29,0,0,0,0,14,0,0,0
106,大洋洲,諾魯,17,1,0,0,0,15,0,0,0
106,大洋洲,巴布亞紐幾內亞,24,0,0,0,0,8,0,0,0
106,大洋洲,斐濟,0,3,0,0,0,2,0,0,0
106,非洲,史瓦濟蘭,206,3,0,0,0,107,0,0,0
106,非洲,布吉納法索,88,0,0,0,0,81,0,0,0
106,非洲,衣索比亞,158,0,0,0,2,1,0,0,0
106,非洲,南非,38,54,0,0,5,56,0,0,0
106,非洲,甘比亞,126,0,0,0,1,13,0,0,0
106,非洲,馬拉威,45,2,0,0,0,2,0,0,0
106,非洲,埃及,17,0,0,0,0,16,0,0,0
106,非洲,奈及利亞,22,1,0,0,2,4,0,0,0
106,非洲,肯亞,17,0,0,0,0,6,0,0,0
106,非洲,摩洛哥,3,0,0,8,5,6,0,0,0
106,非洲,坦尚尼亞,13,0,0,0,0,1,0,0,0
106,非洲,聖多美普林西比,13,0,0,0,0,0,0,0,0
106,非洲,蒲隆地,11,0,0,0,0,0,0,0,0
106,非洲,烏干達,6,0,0,0,0,4,0,0,0
106,非洲,辛巴威,4,0,0,0,0,5,0,0,0
106,非洲,剛果,3,0,0,1,0,4,0,0,0
106,非洲,突尼西亞,1,0,0,1,2,4,0,0,0
106,非洲,模里西斯,2,0,0,1,1,3,0,0,0
106,非洲,波札那,2,0,0,0,0,4,0,0,0
106,非洲,喀麥隆,4,0,0,1,0,1,0,0,0
106,非洲,查德,0,0,0,0,0,5,0,0,0
106,非洲,莫三比克,4,0,0,0,0,1,0,0,0
106,非洲,貝南,1,0,0,1,0,2,0,0,0
106,非洲,剛果民主共和國,2,0,0,1,0,1,0,0,0
106,非洲,阿爾及利亞,1,0,0,0,2,0,0,0,0
106,非洲,迦納,1,0,0,1,0,1,0,0,0
106,非洲,象牙海岸,1,2,0,0,0,0,0,0,0
106,非洲,賴比瑞亞,1,0,0,0,1,1,0,0,0
106,非洲,馬達加斯加,0,0,0,1,0,2,0,0,0
106,非洲,盧安達,2,0,0,0,1,0,0,0,0
106,非洲,塞內加爾,1,0,0,2,0,0,0,0,0
106,非洲,尚比亞,3,0,0,0,0,0,0,0,0
106,非洲,南蘇丹共和國,1,0,0,0,0,2,0,0,0
106,非洲,索馬利蘭共和國,1,0,0,0,0,2,0,0,0
106,非洲,加彭,0,0,0,0,1,1,0,0,0
106,非洲,索馬利亞民主共和國,1,0,0,0,1,0,0,0,0
106,非洲,蘇丹,1,0,0,0,0,1,0,0,0
106,非洲,幾內亞,0,0,0,0,0,1,0,0,0
106,非洲,幾內亞比索,1,0,0,0,0,0,0,0,0
106,非洲,賴索托,0,0,0,0,1,0,0,0,0
106,非洲,馬利,0,0,0,0,0,1,0,0,0
106,非洲,尼日,0,0,0,0,1,0,0,0,0
106,非洲,獅子山共和國,1,0,0,0,0,0,0,0,0
106,非洲,納米比亞,1,0,0,0,0,0,0,0,0
106,歐洲,法國,107,4,0,718,191,839,0,0,0
106,歐洲,德國,130,0,0,551,131,471,0,0,0
106,歐洲,英國,67,2,0,26,30,315,0,0,0
106,歐洲,荷蘭,25,1,0,174,29,127,0,0,0
106,歐洲,西班牙,38,1,0,91,27,179,0,1,0
106,歐洲,捷克,29,0,0,111,44,128,0,0,0
106,歐洲,義大利,29,3,0,89,25,161,0,0,0
106,歐洲,波蘭,48,0,0,43,20,175,0,0,0
106,歐洲,瑞典,13,1,0,121,39,110,0,0,0
106,歐洲,比利時,14,0,0,79,21,91,0,0,0
106,歐洲,奧地利,29,0,0,61,21,90,0,0,0
106,歐洲,芬蘭,9,0,0,65,4,47,0,0,0
106,歐洲,瑞士,9,2,0,25,8,70,0,0,0
106,歐洲,丹麥,4,0,0,31,10,35,0,0,0
106,歐洲,烏克蘭,33,0,0,4,0,36,0,0,0
106,歐洲,斯洛伐克,17,0,0,12,8,34,0,0,0
106,歐洲,匈牙利,32,2,0,0,3,33,0,0,0
106,歐洲,葡萄牙,22,1,0,11,5,22,0,0,0
106,歐洲,愛爾蘭,7,0,0,4,1,32,0,0,0
106,歐洲,挪威,2,0,0,17,4,18,0,0,0
106,歐洲,斯洛維尼亞,3,0,0,2,10,15,0,0,0
106,歐洲,立陶宛,2,0,0,5,2,14,0,0,0
106,歐洲,羅馬尼亞,4,0,0,1,0,14,0,0,0
106,歐洲,希臘,2,0,0,1,5,9,0,0,0
106,歐洲,白俄羅斯,14,0,0,0,0,3,0,0,0
106,歐洲,克羅埃西亞,7,0,0,2,0,5,0,0,0
106,歐洲,盧森堡,1,0,0,3,2,5,0,0,0
106,歐洲,保加利亞,3,0,0,1,1,3,0,0,0
106,歐洲,冰島,1,0,0,3,0,4,0,0,0
106,歐洲,愛沙尼亞,0,0,0,2,0,6,0,0,0
106,歐洲,拉脫維亞,4,0,0,0,0,2,0,0,0
106,歐洲,塞爾維亞共和國,5,0,0,0,0,1,0,0,0
106,歐洲,科索沃共和國,2,0,0,0,0,2,0,0,0
106,歐洲,阿爾巴尼亞,1,0,0,0,0,1,0,0,0
106,歐洲,波士尼亞與赫塞哥維納,2,0,0,0,0,0,0,0,0
106,歐洲,安道爾,0,0,0,1,0,0,0,0,0
106,歐洲,馬爾他,1,0,0,0,0,0,0,0,0
106,歐洲,馬其頓,1,0,0,0,0,0,0,0,0
106,美洲,美國,430,216,0,131,471,2618,0,2,0
106,美洲,加拿大,74,146,0,48,44,279,0,0,0
106,美洲,宏都拉斯,181,0,0,0,0,155,0,0,0
106,美洲,巴西,48,29,0,11,2,147,0,0,0
106,美洲,貝里斯,122,18,0,0,0,88,0,1,0
106,美洲,墨西哥,48,10,0,23,12,123,0,0,0
106,美洲,薩爾瓦多,100,3,0,0,0,92,0,0,0
106,美洲,巴拉圭,76,33,0,0,0,80,0,0,0
106,美洲,海地,118,0,0,0,0,45,0,0,0
106,美洲,巴拿馬,92,1,0,0,0,70,0,0,0
106,美洲,尼加拉瓜,80,9,0,0,0,63,0,0,0
106,美洲,瓜地馬拉,63,4,0,0,6,73,0,0,0
106,美洲,聖露西亞,72,0,0,0,0,46,0,0,0
106,美洲,聖文森,57,0,0,0,1,59,0,0,0
106,美洲,多明尼加,37,15,0,0,0,39,0,0,0
106,美洲,聖克里斯多福,52,0,0,0,0,32,0,0,0
106,美洲,哥倫比亞,29,0,0,4,1,44,0,0,0
106,美洲,厄瓜多,35,16,0,1,1,21,0,0,0
106,美洲,秘魯,23,2,0,0,1,39,0,0,0
106,美洲,阿根廷,7,18,0,1,0,37,0,0,0
106,美洲,智利,5,8,0,1,3,26,0,0,0
106,美洲,哥斯大黎加,4,9,0,0,1,6,0,0,0
106,美洲,委內瑞拉,3,6,0,0,1,10,0,0,0
106,美洲,玻利維亞,4,5,0,0,0,7,0,0,0
106,美洲,巴哈馬,0,0,0,0,0,4,0,0,0
106,美洲,烏拉圭,3,0,0,0,0,1,0,0,0
106,美洲,牙買加,1,0,0,0,0,1,0,0,0
106,美洲,千里達,0,0,0,0,1,1,0,0,0
106,美洲,蓋亞那,2,0,0,0,0,0,0,0,0
106,美洲,巴貝多,1,0,0,0,0,0,0,0,0
106,美洲,古巴,0,0,0,0,0,1,0,0,0
106,美洲,多米尼克,0,1,0,0,0,0,0,0,0
107,亞洲,大陸地區,0,0,9006,0,0,357,20597,0,0
107,亞洲,馬來西亞,5197,7894,0,87,1175,217,0,2070,199
107,亞洲,越南,7058,796,0,162,1183,4072,0,53,672
107,亞洲,印尼,5686,1661,0,207,926,3238,0,122,1
107,亞洲,日本,1432,151,0,635,1977,5540,0,0,0
107,亞洲,香港,0,7695,0,110,362,265,0,0,0
107,亞洲,澳門,0,4684,0,9,8,17,0,0,0
107,亞洲,南韓,768,176,0,543,418,2396,0,0,0
107,亞洲,泰國,769,186,0,251,1179,1168,0,10,12
107,亞洲,印度,1202,0,0,172,712,542,0,0,0
107,亞洲,菲律賓,451,44,0,38,473,697,0,0,19
107,亞洲,蒙古,1155,0,0,20,13,470,0,0,0
107,亞洲,緬甸,194,586,0,1,204,223,0,97,9
107,亞洲,新加坡,103,88,0,128,290,68,0,0,10
107,亞洲,俄羅斯,141,0,0,46,18,212,0,0,0
107,亞洲,柬埔寨,67,0,0,3,195,26,0,0,0
107,亞洲,土耳其,70,0,0,24,8,104,0,0,0
107,亞洲,巴基斯坦,101,1,0,1,12,31,0,0,0
107,亞洲,尼泊爾,82,0,0,0,20,32,0,0,0
107,亞洲,斯里蘭卡,61,1,0,0,26,8,0,0,0
107,亞洲,伊朗,46,2,0,2,10,23,0,0,0
107,亞洲,汶萊,6,9,0,0,29,19,0,15,0
107,亞洲,以色列,7,0,0,8,10,34,0,0,0
107,亞洲,約旦,30,3,0,0,0,16,0,0,0
107,亞洲,吉爾吉斯,32,0,0,0,1,10,0,0,0
107,亞洲,孟加拉,31,0,0,0,7,3,0,0,0
107,亞洲,寮國,28,2,0,0,0,2,0,0,0
107,亞洲,哈薩克,7,0,0,2,1,8,0,0,0
107,亞洲,伊拉克,11,0,0,0,2,3,0,0,0
107,亞洲,不丹,1,0,0,0,0,12,0,0,0
107,亞洲,葉門,8,2,0,0,0,3,0,0,0
107,亞洲,烏茲別克,7,0,0,0,0,5,0,0,0
107,亞洲,沙烏地阿拉伯,0,2,0,0,0,9,0,0,0
107,亞洲,土庫曼,7,0,0,0,0,4,0,0,0
107,亞洲,巴勒斯坦,5,0,0,0,0,4,0,0,0
107,亞洲,塔吉克,7,0,0,0,0,1,0,0,0
107,亞洲,阿拉伯聯合大公國,0,2,0,0,0,1,0,0,0
107,亞洲,摩爾多瓦,1,0,0,0,0,2,0,0,0
107,亞洲,科威特,1,1,0,0,0,0,0,0,0
107,亞洲,巴林,0,1,0,0,0,0,0,0,0
107,亞洲,敘利亞,1,0,0,0,0,0,0,0,0
107,亞洲,亞美尼亞,0,0,0,0,0,1,0,0,0
107,大洋洲,澳大利亞,26,10,0,41,92,321,0,0,1
107,大洋洲,索羅門群島,78,0,0,0,0,47,0,0,0
107,大洋洲,吉里巴斯,59,0,0,0,0,51,0,0,0
107,大洋洲,紐西蘭,4,15,0,4,13,62,0,0,0
107,大洋洲,帛琉,37,1,0,0,0,31,0,0,0
107,大洋洲,馬紹爾群島共和國,26,2,0,0,0,32,0,0,0
107,大洋洲,吐瓦魯,22,0,0,0,0,19,0,0,0
107,大洋洲,諾魯,16,1,0,0,0,21,0,0,0
107,大洋洲,巴布亞紐幾內亞,26,0,0,0,0,9,0,0,0
107,大洋洲,斐濟,2,1,0,0,0,12,0,0,0
107,大洋洲,東加,0,0,0,0,0,1,0,0,0
107,非洲,史瓦帝尼王國,317,3,0,0,0,164,0,0,0
107,非洲,衣索比亞,178,0,0,0,4,0,0,0,0
107,非洲,南非,46,49,0,0,11,49,0,0,0
107,非洲,布吉納法索,63,0,0,0,1,50,0,0,0
107,非洲,甘比亞,89,0,0,0,0,3,0,0,0
107,非洲,埃及,29,1,0,1,0,28,0,0,0
107,非洲,馬拉威,53,3,0,0,0,1,0,0,0
107,非洲,奈及利亞,27,1,0,1,3,11,0,0,0
107,非洲,摩洛哥,6,0,0,9,4,22,0,0,0
107,非洲,坦尚尼亞,21,0,0,0,0,16,0,0,0
107,非洲,蒲隆地,15,0,0,0,0,12,0,0,0
107,非洲,肯亞,16,0,0,0,0,5,0,0,0
107,非洲,辛巴威,7,0,0,1,0,4,0,0,0
107,非洲,烏干達,6,0,0,0,0,3,0,0,0
107,非洲,突尼西亞,2,0,0,2,0,4,0,0,0
107,非洲,喀麥隆,2,0,0,4,1,0,0,0,0
107,非洲,波札那,1,0,0,0,0,5,0,0,0
107,非洲,剛果,1,0,0,0,0,5,0,0,0
107,非洲,莫三比克,5,0,0,0,0,0,0,0,0
107,非洲,尚比亞,3,0,0,0,0,2,0,0,0
107,非洲,阿爾及利亞,1,0,0,0,2,1,0,0,0
107,非洲,象牙海岸,1,1,0,2,0,0,0,0,0
107,非洲,聖多美普林西比,4,0,0,0,0,0,0,0,0
107,非洲,塞內加爾,2,0,0,0,0,2,0,0,0
107,非洲,剛果民主共和國,3,0,0,0,0,1,0,0,0
107,非洲,索馬利蘭共和國,2,0,0,0,0,2,0,0,0
107,非洲,查德,2,0,0,0,0,1,0,0,0
107,非洲,迦納,2,0,0,0,0,1,0,0,0
107,非洲,獅子山共和國,3,0,0,0,0,0,0,0,0
107,非洲,安哥拉,0,0,0,0,0,2,0,0,0
107,非洲,蘇丹,0,0,0,0,0,2,0,0,0
107,非洲,幾內亞,0,0,0,0,0,1,0,0,0
107,非洲,幾內亞比索,1,0,0,0,0,0,0,0,0
107,非洲,賴索托,1,0,0,0,0,0,0,0,0
107,非洲,賴比瑞亞,1,0,0,0,0,0,0,0,0
107,非洲,馬達加斯加,0,0,0,0,0,1,0,0,0
107,非洲,馬利,0,0,0,0,0,1,0,0,0
107,非洲,茅利塔尼亞,0,0,0,1,0,0,0,0,0
107,非洲,模里西斯,0,0,0,0,0,1,0,0,0
107,非洲,尼日,0,0,0,0,1,0,0,0,0
107,非洲,盧安達,1,0,0,0,0,0,0,0,0
107,非洲,索馬利亞民主共和國,1,0,0,0,0,0,0,0,0
107,非洲,納米比亞,1,0,0,0,0,0,0,0,0
107,非洲,南蘇丹共和國,1,0,0,0,0,0,0,0,0
107,歐洲,法國,108,2,0,869,205,933,0,0,0
107,歐洲,德國,120,2,0,580,77,547,0,0,0
107,歐洲,英國,69,1,0,27,31,325,0,0,0
